time,amplitude,V1
0,0,0.095
0.002777778,0.005,0.095
0.005555556,0.005,0.095
0.008333333,0.005,0.095
0.011111111,-0.015,0.095
0.013888889,-0.025,0.095
0.016666667,-0.035,0.095
0.019444444,-0.015,0.095
0.022222222,-0.015,0.095
0.025,-0.015,0.11
0.027777778,-0.03,0.1
0.030555556,-0.045,0.085
0.033333333,-0.05,0.05
0.036111111,-0.045,0.06
0.038888889,-0.035,0.09
0.041666667,-0.06,0.095
0.044444444,-0.065,0.095
0.047222222,-0.085,0.07
0.05,-0.08,0.045
0.052777778,-0.075,0.055
0.055555556,-0.07,0.065
0.058333333,-0.085,0.09
0.061111111,-0.095,0.09
0.063888889,-0.105,0.065
0.066666667,-0.12,0.06
0.069444444,-0.105,0.055
0.072222222,-0.1,0.065
0.075,-0.1,0.085
0.077777778,-0.12,0.085
0.080555556,-0.135,0.035
0.083333333,-0.13,0.01
0.086111111,-0.115,-0.045
0.088888889,-0.115,-0.07
0.091666667,-0.135,-0.075
0.094444444,-0.145,-0.115
0.097222222,-0.15,-0.175
0.1,-0.16,-0.235
0.102777778,-0.155,-0.265
0.105555556,-0.145,-0.25
0.108333333,-0.155,-0.22
0.111111111,-0.175,-0.19
0.113888889,-0.18,-0.18
0.116666667,-0.175,-0.18
0.119444444,-0.175,-0.185
0.122222222,-0.16,-0.15
0.125,-0.16,-0.06
0.127777778,-0.17,0.115
0.130555556,-0.175,0.375
0.133333333,-0.185,0.675
0.136111111,-0.175,0.94
0.138888889,-0.17,1.08
0.141666667,-0.16,1.135
0.144444444,-0.175,1.185
0.147222222,-0.195,1.225
0.15,-0.19,1.28
0.152777778,-0.19,1.305
0.155555556,-0.19,1.305
0.158333333,-0.185,1.29
0.161111111,-0.21,1.22
0.163888889,-0.2,1.135
0.166666667,-0.2,1.035
0.169444444,-0.18,0.965
0.172222222,-0.18,0.9
0.175,-0.18,0.895
0.177777778,-0.19,0.895
0.180555556,-0.195,0.895
0.183333333,-0.2,0.905
0.186111111,-0.19,0.91
0.188888889,-0.175,0.965
0.191666667,-0.18,1.01
0.194444444,-0.19,1.04
0.197222222,-0.205,1.07
0.2,-0.2,1.07
0.202777778,-0.195,1.075
0.205555556,-0.185,1.065
0.208333333,-0.195,1.025
0.211111111,-0.195,0.945
0.213888889,-0.19,0.845
0.216666667,-0.195,0.725
0.219444444,-0.17,0.59
0.222222222,-0.17,0.445
0.225,-0.155,0.365
0.227777778,-0.16,0.255
0.230555556,-0.185,0.195
0.233333333,-0.175,0.145
0.236111111,-0.165,0.145
0.238888889,-0.165,0.125
0.241666667,-0.165,0.105
0.244444444,-0.175,0.085
0.247222222,-0.18,0.06
0.25,-0.18,0.045
0.252777778,-0.17,0.06
0.255555556,-0.16,0.07
0.258333333,-0.17,0.07
0.261111111,-0.175,0.035
0.263888889,-0.21,0.01
0.266666667,-0.205,0.01
0.269444444,-0.2,0.025
0.272222222,-0.2,0.05
0.275,-0.21,0.04
0.277777778,-0.215,0.035
0.280555556,-0.215,0
0.283333333,-0.205,-0.005
0.286111111,-0.21,0.015
0.288888889,-0.195,0.045
0.291666667,-0.2,0.045
0.294444444,-0.185,0.035
0.297222222,-0.205,0
0.3,-0.205,-0.015
0.302777778,-0.2,0
0.305555556,-0.195,0.015
0.308333333,-0.195,0.04
0.311111111,-0.2,0.035
0.313888889,-0.215,0.02
0.316666667,-0.215,-0.01
0.319444444,-0.2,0
0.322222222,-0.205,0.015
0.325,-0.2,0.045
0.327777778,-0.215,0.055
0.330555556,-0.22,0.03
0.333333333,-0.22,0
0.336111111,-0.21,-0.005
0.338888889,-0.21,0.025
0.341666667,-0.2,0.05
0.344444444,-0.22,0.045
0.347222222,-0.22,0.03
0.35,-0.22,0.01
0.352777778,-0.2,0.01
0.355555556,-0.185,0.03
0.358333333,-0.19,0.035
0.361111111,-0.195,0.055
0.363888889,-0.2,0.055
0.366666667,-0.21,0.025
0.369444444,-0.205,0.02
0.372222222,-0.195,0.035
0.375,-0.19,0.075
0.377777778,-0.21,0.08
0.380555556,-0.21,0.075
0.383333333,-0.21,0.045
0.386111111,-0.205,0.045
0.388888889,-0.2,0.07
0.391666667,-0.19,0.1
0.394444444,-0.205,0.115
0.397222222,-0.21,0.09
0.4,-0.21,0.09
0.402777778,-0.19,0.085
0.405555556,-0.195,0.11
0.408333333,-0.19,0.125
0.411111111,-0.19,0.14
0.413888889,-0.195,0.14
0.416666667,-0.2,0.125
0.419444444,-0.19,0.13
0.422222222,-0.185,0.14
0.425,-0.185,0.165
0.427777778,-0.195,0.18
0.430555556,-0.2,0.185
0.433333333,-0.205,0.175
0.436111111,-0.17,0.18
0.438888889,-0.16,0.18
0.441666667,-0.16,0.195
0.444444444,-0.175,0.215
0.447222222,-0.2,0.22
0.45,-0.21,0.215
0.452777778,-0.23,0.215
0.455555556,-0.23,0.22
0.458333333,-0.245,0.23
0.461111111,-0.275,0.245
0.463888889,-0.32,0.255
0.466666667,-0.35,0.26
0.469444444,-0.38,0.26
0.472222222,-0.42,0.265
0.475,-0.475,0.275
0.477777778,-0.545,0.295
0.480555556,-0.61,0.29
0.483333333,-0.69,0.29
0.486111111,-0.78,0.295
0.488888889,-0.885,0.295
0.491666667,-1.005,0.305
0.494444444,-1.125,0.315
0.497222222,-1.185,0.32
0.5,-1.185,0.315
0.502777778,-1.13,0.32
0.505555556,-1.08,0.32
0.508333333,-1.025,0.34
0.511111111,-0.975,0.35
0.513888889,-0.91,0.36
0.516666667,-0.82,0.345
0.519444444,-0.74,0.34
0.522222222,-0.67,0.35
0.525,-0.61,0.37
0.527777778,-0.57,0.375
0.530555556,-0.54,0.37
0.533333333,-0.49,0.37
0.536111111,-0.435,0.38
0.538888889,-0.37,0.385
0.541666667,-0.335,0.39
0.544444444,-0.28,0.405
0.547222222,-0.245,0.395
0.55,-0.22,0.405
0.552777778,-0.19,0.41
0.555555556,-0.145,0.4
0.558333333,-0.145,0.405
0.561111111,-0.15,0.42
0.563888889,-0.16,0.415
0.566666667,-0.14,0.425
0.569444444,-0.125,0.43
0.572222222,-0.115,0.435
0.575,-0.1,0.43
0.577777778,-0.11,0.44
0.580555556,-0.115,0.435
0.583333333,-0.11,0.45
0.586111111,-0.1,0.46
0.588888889,-0.09,0.46
0.591666667,-0.085,0.465
0.594444444,-0.105,0.46
0.597222222,-0.11,0.47
0.6,-0.115,0.48
0.602777778,-0.09,0.49
0.605555556,-0.08,0.495
0.608333333,-0.085,0.49
0.611111111,-0.085,0.49
0.613888889,-0.1,0.5
0.616666667,-0.105,0.51
0.619444444,-0.08,0.525
0.622222222,-0.06,0.53
0.625,-0.07,0.535
0.627777778,-0.06,0.54
0.630555556,-0.065,0.55
0.633333333,-0.07,0.57
0.636111111,-0.05,0.565
0.638888889,-0.025,0.585
0.641666667,-0.04,0.58
0.644444444,-0.04,0.58
0.647222222,-0.04,0.58
0.65,-0.035,0.6
0.652777778,-0.03,0.61
0.655555556,-0.02,0.63
0.658333333,-0.005,0.635
0.661111111,-0.01,0.615
0.663888889,-0.01,0.625
0.666666667,-0.01,0.62
0.669444444,0.02,0.65
0.672222222,0.03,0.66
0.675,0.035,0.645
0.677777778,0.02,0.635
0.680555556,0.02,0.64
0.683333333,0.045,0.63
0.686111111,0.06,0.655
0.688888889,0.085,0.66
0.691666667,0.08,0.655
0.694444444,0.08,0.645
0.697222222,0.075,0.63
0.7,0.08,0.64
0.702777778,0.095,0.645
0.705555556,0.105,0.65
0.708333333,0.115,0.64
0.711111111,0.12,0.605
0.713888889,0.135,0.61
0.716666667,0.135,0.61
0.719444444,0.15,0.63
0.722222222,0.17,0.64
0.725,0.17,0.635
0.727777778,0.17,0.625
0.730555556,0.145,0.61
0.733333333,0.165,0.61
0.736111111,0.19,0.635
0.738888889,0.205,0.65
0.741666667,0.2,0.64
0.744444444,0.195,0.63
0.747222222,0.195,0.62
0.75,0.205,0.61
0.752777778,0.21,0.625
0.755555556,0.225,0.64
0.758333333,0.225,0.63
0.761111111,0.215,0.625
0.763888889,0.185,0.59
0.766666667,0.205,0.59
0.769444444,0.215,0.605
0.772222222,0.23,0.62
0.775,0.245,0.625
0.777777778,0.215,0.605
0.780555556,0.21,0.555
0.783333333,0.21,0.525
0.786111111,0.22,0.515
0.788888889,0.24,0.525
0.791666667,0.23,0.51
0.794444444,0.215,0.475
0.797222222,0.205,0.41
0.8,0.215,0.365
0.802777778,0.22,0.375
0.805555556,0.23,0.395
0.808333333,0.205,0.435
0.811111111,0.205,0.45
0.813888889,0.195,0.465
0.816666667,0.185,0.475
0.819444444,0.195,0.49
0.822222222,0.205,0.53
0.825,0.195,0.565
0.827777778,0.17,0.565
0.830555556,0.165,0.56
0.833333333,0.165,0.515
0.836111111,0.175,0.52
0.838888889,0.18,0.5
0.841666667,0.165,0.52
0.844444444,0.145,0.535
0.847222222,0.125,0.555
0.85,0.125,0.555
0.852777778,0.13,0.54
0.855555556,0.13,0.535
0.858333333,0.12,0.505
0.861111111,0.1,0.455
0.863888889,0.09,0.395
0.866666667,0.09,0.355
0.869444444,0.085,0.31
0.872222222,0.095,0.305
0.875,0.085,0.305
0.877777778,0.065,0.32
0.880555556,0.06,0.35
0.883333333,0.035,0.385
0.886111111,0.06,0.42
0.888888889,0.06,0.455
0.891666667,0.06,0.475
0.894444444,0.04,0.455
0.897222222,0.035,0.4
0.9,0.03,0.305
0.902777778,0.03,0.2
0.905555556,0.03,0.085
0.908333333,0.03,-0.025
0.911111111,0.015,-0.135
0.913888889,-0.005,-0.26
0.916666667,-0.02,-0.385
0.919444444,-0.005,-0.505
0.922222222,-0.005,-0.615
0.925,-0.01,-0.685
0.927777778,-0.03,-0.74
0.930555556,-0.045,-0.77
0.933333333,-0.045,-0.81
0.936111111,-0.035,-0.835
0.938888889,-0.02,-0.85
0.941666667,-0.045,-0.855
0.944444444,-0.05,-0.87
0.947222222,-0.06,-0.87
0.95,-0.05,-0.88
0.952777778,-0.05,-0.875
0.955555556,-0.04,-0.89
0.958333333,-0.06,-0.9
0.961111111,-0.075,-0.905
0.963888889,-0.1,-0.915
0.966666667,-0.105,-0.92
0.969444444,-0.09,-0.91
0.972222222,-0.095,-0.92
0.975,-0.095,-0.93
0.977777778,-0.11,-0.95
0.980555556,-0.125,-0.945
0.983333333,-0.12,-0.95
0.986111111,-0.12,-0.935
0.988888889,-0.115,-0.935
0.991666667,-0.125,-0.95
0.994444444,-0.14,-0.97
0.997222222,-0.15,-0.975
1,-0.145,-0.965
1.002777778,-0.135,-0.96
1.005555556,-0.13,-0.945
1.008333333,-0.135,-0.96
1.011111111,-0.145,-0.98
1.013888889,-0.16,-0.985
1.016666667,-0.155,-0.975
1.019444444,-0.15,-0.955
1.022222222,-0.145,-0.94
1.025,-0.15,-0.95
1.027777778,-0.16,-0.96
1.030555556,-0.18,-0.975
1.033333333,-0.18,-0.97
1.036111111,-0.165,-0.945
1.038888889,-0.165,-0.925
1.041666667,-0.17,-0.935
1.044444444,-0.185,-0.94
1.047222222,-0.185,-0.935
1.05,-0.2,-0.93
1.052777778,-0.185,-0.905
1.055555556,-0.175,-0.895
1.058333333,-0.175,-0.885
1.061111111,-0.205,-0.9
1.063888889,-0.195,-0.9
1.066666667,-0.185,-0.88
1.069444444,-0.175,-0.86
1.072222222,-0.18,-0.83
1.075,-0.175,-0.83
1.077777778,-0.19,-0.835
1.080555556,-0.195,-0.84
1.083333333,-0.205,-0.825
1.086111111,-0.19,-0.795
1.088888889,-0.19,-0.77
1.091666667,-0.2,-0.76
1.094444444,-0.205,-0.785
1.097222222,-0.215,-0.775
1.1,-0.22,-0.77
1.102777778,-0.205,-0.75
1.105555556,-0.2,-0.725
1.108333333,-0.19,-0.715
1.111111111,-0.19,-0.73
1.113888889,-0.195,-0.73
1.116666667,-0.18,-0.725
1.119444444,-0.16,-0.69
1.122222222,-0.15,-0.65
1.125,-0.155,-0.64
1.127777778,-0.185,-0.64
1.130555556,-0.185,-0.66
1.133333333,-0.175,-0.65
1.136111111,-0.165,-0.625
1.138888889,-0.165,-0.58
1.141666667,-0.18,-0.59
1.144444444,-0.195,-0.6
1.147222222,-0.2,-0.6
1.15,-0.2,-0.6
1.152777778,-0.185,-0.565
1.155555556,-0.175,-0.535
1.158333333,-0.185,-0.515
1.161111111,-0.195,-0.51
1.163888889,-0.21,-0.51
1.166666667,-0.215,-0.51
1.169444444,-0.215,-0.48
1.172222222,-0.205,-0.44
1.175,-0.2,-0.425
1.177777778,-0.205,-0.44
1.180555556,-0.21,-0.435
1.183333333,-0.21,-0.435
1.186111111,-0.2,-0.41
1.188888889,-0.195,-0.365
1.191666667,-0.21,-0.365
1.194444444,-0.23,-0.36
1.197222222,-0.24,-0.375
1.2,-0.23,-0.375
1.202777778,-0.225,-0.35
1.205555556,-0.225,-0.315
1.208333333,-0.22,-0.295
1.211111111,-0.235,-0.3
1.213888889,-0.24,-0.31
1.216666667,-0.24,-0.305
1.219444444,-0.225,-0.29
1.222222222,-0.225,-0.265
1.225,-0.215,-0.255
1.227777778,-0.22,-0.26
1.230555556,-0.24,-0.26
1.233333333,-0.225,-0.275
1.236111111,-0.215,-0.255
1.238888889,-0.205,-0.22
1.241666667,-0.215,-0.185
1.244444444,-0.23,-0.19
1.247222222,-0.235,-0.205
1.25,-0.24,-0.22
1.252777778,-0.22,-0.205
1.255555556,-0.215,-0.175
1.258333333,-0.215,-0.16
1.261111111,-0.23,-0.15
1.263888889,-0.235,-0.165
1.266666667,-0.235,-0.165
1.269444444,-0.215,-0.145
1.272222222,-0.21,-0.115
1.275,-0.22,-0.095
1.277777778,-0.225,-0.085
1.280555556,-0.23,-0.1
1.283333333,-0.215,-0.1
1.286111111,-0.225,-0.09
1.288888889,-0.2,-0.05
1.291666667,-0.2,-0.025
1.294444444,-0.22,-0.025
1.297222222,-0.235,-0.025
1.3,-0.23,-0.035
1.302777778,-0.225,-0.025
1.305555556,-0.22,0
1.308333333,-0.23,0.04
1.311111111,-0.215,0.04
1.313888889,-0.23,0.035
1.316666667,-0.21,0.015
1.319444444,-0.2,0.025
1.322222222,-0.195,0.045
1.325,-0.21,0.07
1.327777778,-0.205,0.085
1.330555556,-0.2,0.065
1.333333333,-0.19,0.055
1.336111111,-0.175,0.06
1.338888889,-0.17,0.075
1.341666667,-0.19,0.09
1.344444444,-0.22,0.105
1.347222222,-0.22,0.1
1.35,-0.24,0.085
1.352777778,-0.235,0.095
1.355555556,-0.24,0.09
1.358333333,-0.285,0.11
1.361111111,-0.325,0.105
1.363888889,-0.36,0.11
1.366666667,-0.385,0.105
1.369444444,-0.405,0.095
1.372222222,-0.455,0.1
1.375,-0.525,0.105
1.377777778,-0.575,0.125
1.380555556,-0.635,0.125
1.383333333,-0.705,0.125
1.386111111,-0.77,0.115
1.388888889,-0.855,0.11
1.391666667,-0.96,0.125
1.394444444,-1.08,0.125
1.397222222,-1.135,0.13
1.4,-1.145,0.115
1.402777778,-1.11,0.125
1.405555556,-1.08,0.12
1.408333333,-1.035,0.13
1.411111111,-0.99,0.135
1.413888889,-0.945,0.135
1.416666667,-0.875,0.13
1.419444444,-0.805,0.125
1.422222222,-0.745,0.12
1.425,-0.685,0.13
1.427777778,-0.655,0.135
1.430555556,-0.625,0.135
1.433333333,-0.565,0.13
1.436111111,-0.52,0.12
1.438888889,-0.47,0.125
1.441666667,-0.44,0.13
1.444444444,-0.38,0.14
1.447222222,-0.35,0.145
1.45,-0.27,0.13
1.452777778,-0.22,0.13
1.455555556,-0.19,0.13
1.458333333,-0.165,0.125
1.461111111,-0.165,0.135
1.463888889,-0.16,0.135
1.466666667,-0.15,0.14
1.469444444,-0.14,0.135
1.472222222,-0.14,0.13
1.475,-0.145,0.125
1.477777778,-0.14,0.13
1.480555556,-0.145,0.125
1.483333333,-0.13,0.13
1.486111111,-0.125,0.145
1.488888889,-0.105,0.145
1.491666667,-0.1,0.125
1.494444444,-0.115,0.125
1.497222222,-0.13,0.135
1.5,-0.105,0.14
1.502777778,-0.09,0.14
1.505555556,-0.09,0.135
1.508333333,-0.09,0.13
1.511111111,-0.1,0.125
1.513888889,-0.105,0.14
1.516666667,-0.085,0.13
1.519444444,-0.075,0.135
1.522222222,-0.065,0.125
1.525,-0.07,0.12
1.527777778,-0.085,0.14
1.530555556,-0.09,0.13
1.533333333,-0.085,0.135
1.536111111,-0.065,0.13
1.538888889,-0.055,0.11
1.541666667,-0.05,0.115
1.544444444,-0.065,0.12
1.547222222,-0.055,0.135
1.55,-0.055,0.125
1.552777778,-0.035,0.12
1.555555556,-0.02,0.12
1.558333333,-0.03,0.125
1.561111111,-0.035,0.125
1.563888889,-0.025,0.14
1.566666667,-0.015,0.14
1.569444444,-0.01,0.125
1.572222222,0.01,0.125
1.575,0.005,0.125
1.577777778,0.005,0.13
1.580555556,0,0.13
1.583333333,0.01,0.125
1.586111111,0.03,0.12
1.588888889,0.045,0.13
1.591666667,0.055,0.13
1.594444444,0.04,0.13
1.597222222,0.04,0.135
1.6,0.045,0.125
1.602777778,0.06,0.125
1.605555556,0.075,0.125
1.608333333,0.075,0.135
1.611111111,0.075,0.13
1.613888889,0.085,0.14
1.616666667,0.09,0.125
1.619444444,0.125,0.12
1.622222222,0.135,0.13
1.625,0.135,0.13
1.627777778,0.135,0.135
1.630555556,0.125,0.13
1.633333333,0.155,0.12
1.636111111,0.155,0.1
1.638888889,0.17,0.115
1.641666667,0.175,0.13
1.644444444,0.165,0.135
1.647222222,0.175,0.125
1.65,0.165,0.11
1.652777778,0.185,0.11
1.655555556,0.2,0.1
1.658333333,0.21,0.12
1.661111111,0.195,0.13
1.663888889,0.19,0.12
1.666666667,0.205,0.115
1.669444444,0.215,0.12
1.672222222,0.225,0.11
1.675,0.245,0.12
1.677777778,0.225,0.125
1.680555556,0.23,0.125
1.683333333,0.24,0.115
1.686111111,0.25,0.09
1.688888889,0.265,0.11
1.691666667,0.265,0.115
1.694444444,0.245,0.125
1.697222222,0.235,0.125
1.7,0.25,0.1
1.702777778,0.26,0.085
1.705555556,0.27,0.11
1.708333333,0.265,0.125
1.711111111,0.25,0.125
1.713888889,0.245,0.1
1.716666667,0.25,0.085
1.719444444,0.265,0.095
1.722222222,0.265,0.11
1.725,0.265,0.13
1.727777778,0.24,0.115
1.730555556,0.24,0.105
1.733333333,0.225,0.085
1.736111111,0.245,0.105
1.738888889,0.245,0.12
1.741666667,0.245,0.135
1.744444444,0.23,0.135
1.747222222,0.22,0.1
1.75,0.225,0.09
1.752777778,0.22,0.095
1.755555556,0.235,0.12
1.758333333,0.225,0.13
1.761111111,0.2,0.115
1.763888889,0.205,0.095
1.766666667,0.19,0.075
1.769444444,0.195,0.09
1.772222222,0.2,0.12
1.775,0.205,0.125
1.777777778,0.18,0.12
1.780555556,0.16,0.095
1.783333333,0.16,0.075
1.786111111,0.165,0.085
1.788888889,0.185,0.115
1.791666667,0.165,0.12
1.794444444,0.135,0.12
1.797222222,0.13,0.1
1.8,0.14,0.075
1.802777778,0.13,0.085
1.805555556,0.155,0.105
1.808333333,0.135,0.115
1.811111111,0.12,0.115
1.813888889,0.105,0.095
1.816666667,0.105,0.075
1.819444444,0.11,0.085
1.822222222,0.11,0.11
1.825,0.1,0.115
1.827777778,0.075,0.115
1.830555556,0.065,0.075
1.833333333,0.075,0.075
1.836111111,0.06,0.09
1.838888889,0.075,0.105
1.841666667,0.075,0.13
1.844444444,0.06,0.105
1.847222222,0.045,0.07
1.85,0.04,0.065
1.852777778,0.055,0.105
1.855555556,0.05,0.115
1.858333333,0.04,0.12
1.861111111,0.02,0.1
1.863888889,0.02,0.075
1.866666667,0.025,0.06
1.869444444,0.03,0.075
1.872222222,0.005,0.1
1.875,0.015,0.115
1.877777778,0.01,0.105
1.880555556,0,0.065
1.883333333,-0.005,0.06
1.886111111,0,0.095
1.888888889,-0.005,0.11
1.891666667,-0.015,0.105
1.894444444,-0.03,0.095
1.897222222,-0.04,0.06
1.9,-0.04,0.06
1.902777778,-0.045,0.085
1.905555556,-0.035,0.1
1.908333333,-0.05,0.1
1.911111111,-0.065,0.085
1.913888889,-0.075,0.06
1.916666667,-0.085,0.055
1.919444444,-0.07,0.09
1.922222222,-0.06,0.095
1.925,-0.06,0.085
1.927777778,-0.08,0.075
1.930555556,-0.095,0.055
1.933333333,-0.08,0.05
1.936111111,-0.09,0.07
1.938888889,-0.09,0.095
1.941666667,-0.09,0.095
1.944444444,-0.12,0.07
1.947222222,-0.105,0.06
1.95,-0.135,0.055
1.952777778,-0.1,0.085
1.955555556,-0.105,0.105
1.958333333,-0.115,0.095
1.961111111,-0.14,0.07
1.963888889,-0.135,0.05
1.966666667,-0.14,0.06
1.969444444,-0.135,0.08
1.972222222,-0.12,0.09
1.975,-0.125,0.08
1.977777778,-0.16,0.06
1.980555556,-0.145,0.055
1.983333333,-0.14,0.05
1.986111111,-0.13,0.07
1.988888889,-0.125,0.09
1.991666667,-0.135,0.08
1.994444444,-0.14,0.065
1.997222222,-0.155,0.035
2,-0.155,0.04
2.002777778,-0.12,0.055
2.005555556,-0.12,0.075
2.008333333,-0.095,0.065
2.011111111,-0.09,0.055
2.013888889,-0.115,0.03
2.016666667,-0.115,0.045
2.019444444,-0.115,0.065
2.022222222,-0.1,0.07
2.025,-0.105,0.075
2.027777778,-0.095,0.035
2.030555556,-0.095,0.025
2.033333333,-0.1,0.05
2.036111111,-0.105,0.065
2.038888889,-0.09,0.065
2.041666667,-0.075,0.065
2.044444444,-0.08,0.04
2.047222222,-0.1,0.025
2.05,-0.1,0.05
2.052777778,-0.095,0.055
2.055555556,-0.095,0.055
2.058333333,-0.095,0.05
2.061111111,-0.105,0.04
2.063888889,-0.1,0.035
2.066666667,-0.12,0.04
2.069444444,-0.115,0.055
2.072222222,-0.095,0.07
2.075,-0.08,0.065
2.077777778,-0.08,0.035
2.080555556,-0.095,0.035
2.083333333,-0.12,0.035
2.086111111,-0.095,0.05
2.088888889,-0.105,0.06
2.091666667,-0.08,0.055
2.094444444,-0.085,0.025
2.097222222,-0.08,0.025
2.1,-0.095,0.025
2.102777778,-0.09,0.055
2.105555556,-0.085,0.05
2.108333333,-0.08,0.045
2.111111111,-0.07,0.015
2.113888889,-0.09,0.015
2.116666667,-0.105,0.035
2.119444444,-0.115,0.045
2.122222222,-0.095,0.055
2.125,-0.095,0.04
2.127777778,-0.085,0.015
2.130555556,-0.11,0.015
2.133333333,-0.11,0.035
2.136111111,-0.11,0.05
2.138888889,-0.095,0.045
2.141666667,-0.075,0.05
2.144444444,-0.07,0.015
2.147222222,-0.085,0.015
